cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,desccription,year,value,mode,chained_value,estimate_actual,deflator,gov_level_sort_order,mode_sort_order,user_other_grp
Expenditure,-,-,Trust Fund,Non-Capital,Federal,AATF non-capital expenditure,2013,4796000000,Air,5082985353,Actual,94.354,0,2,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,AATF non-capital expenditure,2014,6773282940,Air,7041054232,Actual,96.197,0,2,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,AATF non-capital expenditure,2015,8908952924,Air,9180796303,Actual,97.039,0,2,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,AATF non-capital expenditure,2016,8251115411,Air,8419849189,Actual,97.996,0,2,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,AATF non-capital expenditure,2017,9221888915,Air,9221888915,Actual,100,0,2,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,AATF non-capital expenditure,2018,9421495236,Air,9150192042,Actual,102.965,0,2,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,AATF non-capital expenditure,2019,9608532080,Air,9177641798,Actual,104.695,0,2,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,AATF non-capital expenditure,2020,10707478705,Air,10190610919,Actual,105.072,0,2,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,AATF non-capital expenditure,2021,10582090099,Air,9770548353,Actual,108.306,0,2,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,AATF non-capital expenditure,2022,7992863106,Air,7018240103,Actual,113.887,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2010,2609786441,Air,2907645663,Actual,89.756,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2011,2750622220,Air,2983612522,Actual,92.191,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2012,2968584111,Air,3193949164,Actual,92.944,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2013,2848772426,Air,3019238640,Actual,94.354,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2014,2806608895,Air,2917563848,Actual,96.197,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2015,2681407808,Air,2763226958,Actual,97.039,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2016,2669287400,Air,2723873832,Actual,97.996,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2017,2672789636,Air,2672789636,Actual,100,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2018,2466118996,Air,2395104158,Actual,102.965,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2019,2924126296,Air,2792995173,Actual,104.695,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2020,2907086182,Air,2766756302,Actual,105.072,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2021,2831802760,Air,2614631470,Actual,108.306,0,2,-
Expenditure,-,-,Trust Fund,Capital,Federal,AATF capital expenditure,2022,3127082638,Air,2745776636,Actual,113.887,0,2,-
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2010,2669000000,Railroads,2973617363,Actual,89.756,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2011,2429000000,Railroads,2634747427,Actual,92.191,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2012,2295000000,Railroads,2469228783,Actual,92.944,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2013,2467000000,Railroads,2614621532,Actual,94.354,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2014,2813000000,Railroads,2924207616,Actual,96.197,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2015,2723000000,Railroads,2806088274,Actual,97.039,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2016,3765000000,Railroads,3841993551,Actual,97.996,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2017,4601000000,Railroads,4601000000,Actual,100,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2018,2450000000,Railroads,2379449327,Actual,102.965,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2019,2262000000,Railroads,2160561631,Actual,104.695,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2020,3344000000,Railroads,3182579564,Actual,105.072,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2021,5054000000,Railroads,4666408140,Actual,108.306,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2022,2759000000,Railroads,2422576765,Actual,113.887,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2010,29000000,Railroads,32309818,Actual,89.756,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2011,28000000,Railroads,30371728,Actual,92.191,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2012,28000000,Railroads,30125667,Actual,92.944,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2013,28000000,Railroads,29675477,Actual,94.354,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2014,28000000,Railroads,29106937,Actual,96.197,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2015,30000000,Railroads,30915405,Actual,97.039,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2016,32000000,Railroads,32654394,Actual,97.996,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2017,32000000,Railroads,32000000,Actual,100,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2018,32000000,Railroads,31078522,Actual,102.965,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2019,33000000,Railroads,31520130,Actual,104.695,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2020,37000000,Railroads,35213949,Actual,105.072,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2021,33000000,Railroads,30469226,Actual,108.306,0,4,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2022,37000000,Railroads,32488344,Actual,113.887,0,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2010,713784000,Railroads,817893687,Actual,87.271,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2011,745851000,Railroads,817828046,Actual,91.199,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2012,786630000,Railroads,830874043,Actual,94.675,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2013,811200000,Railroads,837454189,Actual,96.865,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2014,962600000,Railroads,980933650,Actual,98.131,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2015,955100000,Railroads,982057478,Actual,97.255,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2016,972200000,Railroads,1000144024,Actual,97.206,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2017,985800000,Railroads,985800000,Actual,100,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2018,1038800000,Railroads,993905298,Actual,104.517,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2019,1071100000,Railroads,1008882233,Actual,106.167,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2020,1160900000,Railroads,1088758839,Actual,106.626,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2021,1168800000,Railroads,1007751270,Actual,115.981,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2022,1184600000,Railroads,930725897,Actual,127.277,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2010,100901000,Railroads,115618017,Actual,87.271,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2011,93260000,Railroads,102259893,Actual,91.199,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2012,80444000,Railroads,84968577,Actual,94.675,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2013,62200000,Railroads,64213080,Actual,96.865,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2014,34600000,Railroads,35258991,Actual,98.131,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2015,62100000,Railroads,63852758,Actual,97.255,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2016,58000000,Railroads,59667099,Actual,97.206,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2017,61900000,Railroads,61900000,Actual,100,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2018,18100000,Railroads,17317757,Actual,104.517,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2019,18800000,Railroads,17707951,Actual,106.167,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2020,45200000,Railroads,42391162,Actual,106.626,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2021,-23100000,Railroads,-19917055,Actual,115.981,3,4,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2022,2400000,Railroads,1885651,Actual,127.277,3,4,Other
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2010,2411900000,Railroads,2687174116,Actual,89.756,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2011,1933500000,Railroads,2097276307,Actual,92.191,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2012,1771500000,Railroads,1905986400,Actual,92.944,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2013,1300000000,Railroads,1377790025,Actual,94.354,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2014,1200000000,Railroads,1247440149,Actual,96.197,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2015,1084400000,Railroads,1117488845,Actual,97.039,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2016,1364500000,Railroads,1392403772,Actual,97.996,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2017,1480500000,Railroads,1480500000,Actual,100,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2018,1924900000,Railroads,1869470208,Actual,102.965,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2019,1924900000,Railroads,1838578729,Actual,104.695,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2020,3001000000,Railroads,2856136744,Actual,105.072,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2021,4679000000,Railroads,4320166934,Actual,108.306,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal funds to Amtrak,2022,2318700000,Railroads,2035965475,Actual,113.887,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2010,34000000,Railroads,37880476,Actual,89.756,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2011,323000000,Railroads,350359580,Actual,92.191,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2012,536000000,Railroads,576691341,Actual,92.944,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2013,787000000,Railroads,834092884,Actual,94.354,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2014,1146000000,Railroads,1191305342,Actual,96.197,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2015,1124000000,Railroads,1158297179,Actual,97.039,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2016,2109000000,Railroads,2152128658,Actual,97.996,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2017,2582000000,Railroads,2582000000,Actual,100,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2018,118000000,Railroads,114602049,Actual,102.965,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2019,63000000,Railroads,60174793,Actual,104.695,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2020,63000000,Railroads,59958885,Actual,105.072,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2021,81000000,Railroads,74788100,Actual,108.306,0,4,-
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2022,134000000,Railroads,117660488,Actual,113.887,0,4,-
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2010,1799600000,Railroads,2062082479,Actual,87.271,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2011,1960900000,Railroads,2150133225,Actual,91.199,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2012,2090200000,Railroads,2207763401,Actual,94.675,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2013,2179600000,Railroads,2250141950,Actual,96.865,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2014,2273000000,Railroads,2316291488,Actual,98.131,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2015,2255900000,Railroads,2319572258,Actual,97.255,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2016,2268400000,Railroads,2333600807,Actual,97.206,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2017,2319900000,Railroads,2319900000,Actual,100,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2018,2347900000,Railroads,2246428811,Actual,104.517,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2019,2432400000,Railroads,2291107406,Actual,106.167,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2020,1269800000,Railroads,1190891527,Actual,106.626,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2021,895700000,Railroads,772281667,Actual,115.981,3,4,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2022,1812900000,Railroads,1424373610,Actual,127.277,3,4,User-Based
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2010,244000000,Railroads,271848122,Actual,89.756,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2011,244000000,Railroads,264667918,Actual,92.191,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2012,338000000,Railroads,363659838,Actual,92.944,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2013,316000000,Railroads,334908960,Actual,94.354,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2014,304000000,Railroads,316018171,Actual,96.197,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2015,304000000,Railroads,313276105,Actual,97.039,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2016,245000000,Railroads,250010204,Actual,97.996,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2017,264000000,Railroads,264000000,Actual,100,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2018,340000000,Railroads,330209294,Actual,102.965,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2019,266000000,Railroads,254071350,Actual,104.695,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2020,269000000,Railroads,256014923,Actual,105.072,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2021,282000000,Railroads,260373387,Actual,108.306,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"FRA direct expenditures, non-capital",2022,298000000,Railroads,261662876,Actual,113.887,0,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2010,3262925000,Railroads,3738842227,Actual,87.271,3,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2011,3504569000,Railroads,3842771302,Actual,91.199,3,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2012,3489055000,Railroads,3685297069,Actual,94.675,3,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2013,3643400000,Railroads,3761317297,Actual,96.865,3,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2014,3657800000,Railroads,3727466346,Actual,98.131,3,4,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2015,3724200000,Railroads,3829314688,Actual,97.255,3,4,-
